Container is store 7493 shapes:
Rectangle: x upper left = 0  y upper left= 0 x lower right = 0 y lower right = -11, Perimeter = 0.0
Circle: x = 19  y = 4  radius = 13, Perimeter = 81.68140899333463
Circle: x = 18  y = 2  radius = 13, Perimeter = 81.68140899333463
Circle: x = 19  y = 17  radius = 13, Perimeter = 81.68140899333463
Circle: x = 19  y = 5  radius = 13, Perimeter = 81.68140899333463
Circle: x = 2  y = 2  radius = 13, Perimeter = 81.68140899333463
Circle: x = 19  y = 4  radius = 13, Perimeter = 81.68140899333463
Circle: x = 9  y = 17  radius = 13, Perimeter = 81.68140899333463
Circle: x = 12  y = 20  radius = 13, Perimeter = 81.68140899333463
Circle: x = 18  y = 10  radius = 13, Perimeter = 81.68140899333463
Circle: x = 10  y = 14  radius = 13, Perimeter = 81.68140899333463
Circle: x = 5  y = 10  radius = 13, Perimeter = 81.68140899333463
Circle: x = 3  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 20  y = 12  radius = 13, Perimeter = 81.68140899333463
Circle: x = 15  y = 7  radius = 13, Perimeter = 81.68140899333463
Circle: x = 8  y = 16  radius = 13, Perimeter = 81.68140899333463
Circle: x = 1  y = 2  radius = 13, Perimeter = 81.68140899333463
Circle: x = 1  y = 12  radius = 13, Perimeter = 81.68140899333463
Circle: x = 19  y = 15  radius = 13, Perimeter = 81.68140899333463
Circle: x = 11  y = 9  radius = 13, Perimeter = 81.68140899333463
Circle: x = 17  y = 18  radius = 13, Perimeter = 81.68140899333463
Circle: x = 17  y = 6  radius = 13, Perimeter = 81.68140899333463
Circle: x = 14  y = 8  radius = 13, Perimeter = 81.68140899333463
Circle: x = 18  y = 8  radius = 13, Perimeter = 81.68140899333463
Circle: x = 10  y = 14  radius = 13, Perimeter = 81.68140899333463
Circle: x = 5  y = 8  radius = 13, Perimeter = 81.68140899333463
Circle: x = 7  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 3  y = 19  radius = 13, Perimeter = 81.68140899333463
Circle: x = 5  y = 9  radius = 13, Perimeter = 81.68140899333463
Circle: x = 10  y = 7  radius = 13, Perimeter = 81.68140899333463
Circle: x = 11  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 15  y = 3  radius = 13, Perimeter = 81.68140899333463
Circle: x = 18  y = 10  radius = 13, Perimeter = 81.68140899333463
Circle: x = 7  y = 7  radius = 13, Perimeter = 81.68140899333463
Circle: x = 1  y = 20  radius = 13, Perimeter = 81.68140899333463
Circle: x = 7  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 1  y = 2  radius = 13, Perimeter = 81.68140899333463
Circle: x = 4  y = 9  radius = 13, Perimeter = 81.68140899333463
Circle: x = 13  y = 1  radius = 13, Perimeter = 81.68140899333463
Circle: x = 12  y = 1  radius = 13, Perimeter = 81.68140899333463
Circle: x = 18  y = 6  radius = 13, Perimeter = 81.68140899333463
Circle: x = 12  y = 8  radius = 13, Perimeter = 81.68140899333463
Circle: x = 18  y = 3  radius = 13, Perimeter = 81.68140899333463
Circle: x = 5  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 14  y = 1  radius = 13, Perimeter = 81.68140899333463
Circle: x = 12  y = 8  radius = 13, Perimeter = 81.68140899333463
Circle: x = 8  y = 17  radius = 13, Perimeter = 81.68140899333463
Circle: x = 18  y = 8  radius = 13, Perimeter = 81.68140899333463
Circle: x = 16  y = 6  radius = 13, Perimeter = 81.68140899333463
Circle: x = 12  y = 14  radius = 13, Perimeter = 81.68140899333463
Circle: x = 13  y = 16  radius = 13, Perimeter = 81.68140899333463
Circle: x = 18  y = 3  radius = 13, Perimeter = 81.68140899333463
Circle: x = 6  y = 16  radius = 13, Perimeter = 81.68140899333463
Circle: x = 10  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 20  y = 10  radius = 13, Perimeter = 81.68140899333463
Circle: x = 7  y = 1  radius = 13, Perimeter = 81.68140899333463
Circle: x = 13  y = 20  radius = 13, Perimeter = 81.68140899333463
Circle: x = 14  y = 8  radius = 13, Perimeter = 81.68140899333463
Circle: x = 1  y = 12  radius = 13, Perimeter = 81.68140899333463
Circle: x = 2  y = 17  radius = 13, Perimeter = 81.68140899333463
Circle: x = 15  y = 2  radius = 13, Perimeter = 81.68140899333463
Circle: x = 17  y = 3  radius = 13, Perimeter = 81.68140899333463
Circle: x = 3  y = 2  radius = 13, Perimeter = 81.68140899333463
Circle: x = 8  y = 1  radius = 13, Perimeter = 81.68140899333463
Circle: x = 4  y = 16  radius = 13, Perimeter = 81.68140899333463
Circle: x = 9  y = 16  radius = 13, Perimeter = 81.68140899333463
Circle: x = 7  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 16  y = 6  radius = 13, Perimeter = 81.68140899333463
Circle: x = 11  y = 17  radius = 13, Perimeter = 81.68140899333463
Circle: x = 8  y = 1  radius = 13, Perimeter = 81.68140899333463
Circle: x = 8  y = 3  radius = 13, Perimeter = 81.68140899333463
Circle: x = 8  y = 3  radius = 13, Perimeter = 81.68140899333463
Circle: x = 2  y = 9  radius = 13, Perimeter = 81.68140899333463
Circle: x = 1  y = 18  radius = 13, Perimeter = 81.68140899333463
Circle: x = 3  y = 4  radius = 13, Perimeter = 81.68140899333463
Circle: x = 7  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 13  y = 3  radius = 13, Perimeter = 81.68140899333463
Circle: x = 6  y = 10  radius = 13, Perimeter = 81.68140899333463
Circle: x = 10  y = 3  radius = 13, Perimeter = 81.68140899333463
Circle: x = 8  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 12  y = 12  radius = 13, Perimeter = 81.68140899333463
Circle: x = 2  y = 15  radius = 13, Perimeter = 81.68140899333463
Circle: x = 4  y = 7  radius = 13, Perimeter = 81.68140899333463
Circle: x = 11  y = 20  radius = 13, Perimeter = 81.68140899333463
Circle: x = 16  y = 17  radius = 13, Perimeter = 81.68140899333463
Circle: x = 16  y = 4  radius = 13, Perimeter = 81.68140899333463
Circle: x = 15  y = 8  radius = 13, Perimeter = 81.68140899333463
Circle: x = 13  y = 2  radius = 13, Perimeter = 81.68140899333463
Circle: x = 6  y = 13  radius = 13, Perimeter = 81.68140899333463
Circle: x = 20  y = 2  radius = 13, Perimeter = 81.68140899333463
Circle: x = 7  y = 20  radius = 13, Perimeter = 81.68140899333463
Circle: x = 1  y = 18  radius = 13, Perimeter = 81.68140899333463
Circle: x = 16  y = 12  radius = 13, Perimeter = 81.68140899333463
Circle: x = 18  y = 15  radius = 13, Perimeter = 81.68140899333463
Circle: x = 18  y = 1  radius = 13, Perimeter = 81.68140899333463
Circle: x = 5  y = 17  radius = 13, Perimeter = 81.68140899333463
Circle: x = 19  y = 10  radius = 13, Perimeter = 81.68140899333463
Circle: x = 17  y = 4  radius = 13, Perimeter = 81.68140899333463
Circle: x = 14  y = 1  radius = 13, Perimeter = 81.68140899333463
Circle: x = 10  y = 1  radius = 13, Perimeter = 81.68140899333463
Circle: x = 12  y = 17  radius = 13, Perimeter = 81.68140899333463
Circle: x = 15  y = 18  radius = 13, Perimeter = 81.68140899333463
Circle: x = 15  y = 13  radius = 13, Perimeter = 81.68140899333463
Circle: x = 7  y = 5  radius = 13, Perimeter = 81.68140899333463
Circle: x = 6  y = 4  radius = 13, Perimeter = 81.68140899333463
Circle: x = 19  y = 2  radius = 13, Perimeter = 81.68140899333463
Circle: x = 17  y = 7  radius = 13, Perimeter = 81.68140899333463
Circle: x = 13  y = 12  radius = 13, Perimeter = 81.68140899333463
Circle: x = 3  y = 8  radius = 13, Perimeter = 81.68140899333463
Circle: x = 16  y = 5  radius = 13, Perimeter = 81.68140899333463
Circle: x = 6  y = 9  radius = 13, Perimeter = 81.68140899333463
Circle: x = 15  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 19  y = 11  radius = 13, Perimeter = 81.68140899333463
Circle: x = 1  y = 10  radius = 13, Perimeter = 81.68140899333463
Circle: x = 14  y = 5  radius = 14, Perimeter = 87.96459430051421
Circle: x = 3  y = 7  radius = 14, Perimeter = 87.96459430051421
Circle: x = 19  y = 8  radius = 14, Perimeter = 87.96459430051421
Circle: x = 8  y = 1  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 13  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 14  radius = 14, Perimeter = 87.96459430051421
Circle: x = 9  y = 7  radius = 14, Perimeter = 87.96459430051421
Circle: x = 17  y = 12  radius = 14, Perimeter = 87.96459430051421
Circle: x = 3  y = 11  radius = 14, Perimeter = 87.96459430051421
Circle: x = 20  y = 3  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 5  radius = 14, Perimeter = 87.96459430051421
Circle: x = 17  y = 18  radius = 14, Perimeter = 87.96459430051421
Circle: x = 18  y = 16  radius = 14, Perimeter = 87.96459430051421
Circle: x = 2  y = 15  radius = 14, Perimeter = 87.96459430051421
Circle: x = 17  y = 12  radius = 14, Perimeter = 87.96459430051421
Circle: x = 3  y = 14  radius = 14, Perimeter = 87.96459430051421
Circle: x = 13  y = 4  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 5  radius = 14, Perimeter = 87.96459430051421
Circle: x = 9  y = 8  radius = 14, Perimeter = 87.96459430051421
Circle: x = 12  y = 9  radius = 14, Perimeter = 87.96459430051421
Circle: x = 14  y = 13  radius = 14, Perimeter = 87.96459430051421
Circle: x = 10  y = 20  radius = 14, Perimeter = 87.96459430051421
Circle: x = 8  y = 3  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 11  radius = 14, Perimeter = 87.96459430051421
Circle: x = 17  y = 3  radius = 14, Perimeter = 87.96459430051421
Circle: x = 13  y = 16  radius = 14, Perimeter = 87.96459430051421
Circle: x = 2  y = 14  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 16  radius = 14, Perimeter = 87.96459430051421
Circle: x = 11  y = 14  radius = 14, Perimeter = 87.96459430051421
Circle: x = 19  y = 13  radius = 14, Perimeter = 87.96459430051421
Circle: x = 13  y = 13  radius = 14, Perimeter = 87.96459430051421
Circle: x = 18  y = 10  radius = 14, Perimeter = 87.96459430051421
Circle: x = 19  y = 10  radius = 14, Perimeter = 87.96459430051421
Circle: x = 4  y = 9  radius = 14, Perimeter = 87.96459430051421
Circle: x = 8  y = 2  radius = 14, Perimeter = 87.96459430051421
Circle: x = 9  y = 10  radius = 14, Perimeter = 87.96459430051421
Circle: x = 19  y = 12  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 4  radius = 14, Perimeter = 87.96459430051421
Circle: x = 12  y = 1  radius = 14, Perimeter = 87.96459430051421
Circle: x = 20  y = 18  radius = 14, Perimeter = 87.96459430051421
Circle: x = 19  y = 20  radius = 14, Perimeter = 87.96459430051421
Circle: x = 4  y = 15  radius = 14, Perimeter = 87.96459430051421
Circle: x = 2  y = 15  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 1  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 14  radius = 14, Perimeter = 87.96459430051421
Circle: x = 11  y = 1  radius = 14, Perimeter = 87.96459430051421
Circle: x = 13  y = 14  radius = 14, Perimeter = 87.96459430051421
Circle: x = 17  y = 3  radius = 14, Perimeter = 87.96459430051421
Circle: x = 13  y = 11  radius = 14, Perimeter = 87.96459430051421
Circle: x = 17  y = 8  radius = 14, Perimeter = 87.96459430051421
Circle: x = 8  y = 7  radius = 14, Perimeter = 87.96459430051421
Circle: x = 7  y = 20  radius = 14, Perimeter = 87.96459430051421
Circle: x = 2  y = 17  radius = 14, Perimeter = 87.96459430051421
Circle: x = 15  y = 1  radius = 14, Perimeter = 87.96459430051421
Circle: x = 2  y = 6  radius = 14, Perimeter = 87.96459430051421
Circle: x = 4  y = 17  radius = 14, Perimeter = 87.96459430051421
Circle: x = 18  y = 2  radius = 14, Perimeter = 87.96459430051421
Circle: x = 9  y = 8  radius = 14, Perimeter = 87.96459430051421
Circle: x = 7  y = 1  radius = 14, Perimeter = 87.96459430051421
Circle: x = 7  y = 8  radius = 14, Perimeter = 87.96459430051421
Circle: x = 19  y = 2  radius = 14, Perimeter = 87.96459430051421
Circle: x = 18  y = 9  radius = 14, Perimeter = 87.96459430051421
Circle: x = 16  y = 7  radius = 14, Perimeter = 87.96459430051421
Circle: x = 12  y = 1  radius = 14, Perimeter = 87.96459430051421
Circle: x = 4  y = 5  radius = 14, Perimeter = 87.96459430051421
Circle: x = 10  y = 6  radius = 14, Perimeter = 87.96459430051421
Circle: x = 16  y = 18  radius = 14, Perimeter = 87.96459430051421
Circle: x = 2  y = 4  radius = 14, Perimeter = 87.96459430051421
Circle: x = 11  y = 2  radius = 14, Perimeter = 87.96459430051421
Circle: x = 17  y = 10  radius = 14, Perimeter = 87.96459430051421
Circle: x = 11  y = 20  radius = 14, Perimeter = 87.96459430051421
Circle: x = 6  y = 18  radius = 14, Perimeter = 87.96459430051421
Circle: x = 20  y = 19  radius = 14, Perimeter = 87.96459430051421
Circle: x = 11  y = 17  radius = 14, Perimeter = 87.96459430051421
Circle: x = 3  y = 19  radius = 14, Perimeter = 87.96459430051421
Circle: x = 14  y = 6  radius = 14, Perimeter = 87.96459430051421
Circle: x = 14  y = 11  radius = 14, Perimeter = 87.96459430051421
Circle: x = 20  y = 1  radius = 14, Perimeter = 87.96459430051421
Circle: x = 3  y = 14  radius = 14, Perimeter = 87.96459430051421
Circle: x = 12  y = 7  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 13  radius = 14, Perimeter = 87.96459430051421
Circle: x = 9  y = 8  radius = 14, Perimeter = 87.96459430051421
Circle: x = 1  y = 4  radius = 14, Perimeter = 87.96459430051421
Circle: x = 10  y = 10  radius = 14, Perimeter = 87.96459430051421
Circle: x = 11  y = 2  radius = 14, Perimeter = 87.96459430051421
Circle: x = 7  y = 1  radius = 14, Perimeter = 87.96459430051421
Circle: x = 4  y = 20  radius = 14, Perimeter = 87.96459430051421
Circle: x = 18  y = 18  radius = 14, Perimeter = 87.96459430051421
Circle: x = 8  y = 16  radius = 14, Perimeter = 87.96459430051421
Circle: x = 6  y = 4  radius = 14, Perimeter = 87.96459430051421
Circle: x = 7  y = 17  radius = 14, Perimeter = 87.96459430051421
Circle: x = 5  y = 10  radius = 14, Perimeter = 87.96459430051421
Circle: x = 10  y = 5  radius = 14, Perimeter = 87.96459430051421
Circle: x = 6  y = 20  radius = 14, Perimeter = 87.96459430051421
Circle: x = 20  y = 6  radius = 14, Perimeter = 87.96459430051421
Circle: x = 10  y = 9  radius = 14, Perimeter = 87.96459430051421
Circle: x = 1  y = 5  radius = 14, Perimeter = 87.96459430051421
Circle: x = 17  y = 16  radius = 14, Perimeter = 87.96459430051421
Circle: x = 19  y = 13  radius = 14, Perimeter = 87.96459430051421
Circle: x = 6  y = 13  radius = 14, Perimeter = 87.96459430051421
Circle: x = 16  y = 17  radius = 14, Perimeter = 87.96459430051421
Circle: x = 11  y = 5  radius = 14, Perimeter = 87.96459430051421
Circle: x = 11  y = 12  radius = 14, Perimeter = 87.96459430051421
Circle: x = 15  y = 10  radius = 14, Perimeter = 87.96459430051421
Circle: x = 10  y = 13  radius = 14, Perimeter = 87.96459430051421
Circle: x = 7  y = 19  radius = 14, Perimeter = 87.96459430051421
Circle: x = 20  y = 4  radius = 15, Perimeter = 94.24777960769379
Circle: x = 2  y = 15  radius = 15, Perimeter = 94.24777960769379
Circle: x = 2  y = 8  radius = 15, Perimeter = 94.24777960769379
Circle: x = 11  y = 13  radius = 15, Perimeter = 94.24777960769379
Circle: x = 6  y = 15  radius = 15, Perimeter = 94.24777960769379
Circle: x = 18  y = 16  radius = 15, Perimeter = 94.24777960769379
Circle: x = 4  y = 15  radius = 15, Perimeter = 94.24777960769379
Circle: x = 9  y = 6  radius = 15, Perimeter = 94.24777960769379
Circle: x = 17  y = 17  radius = 15, Perimeter = 94.24777960769379
Circle: x = 3  y = 17  radius = 15, Perimeter = 94.24777960769379
Circle: x = 9  y = 3  radius = 15, Perimeter = 94.24777960769379
Circle: x = 17  y = 12  radius = 15, Perimeter = 94.24777960769379
Circle: x = 1  y = 17  radius = 15, Perimeter = 94.24777960769379
Circle: x = 19  y = 20  radius = 15, Perimeter = 94.24777960769379
Circle: x = 12  y = 20  radius = 15, Perimeter = 94.24777960769379
Circle: x = 13  y = 6  radius = 15, Perimeter = 94.24777960769379
Circle: x = 5  y = 17  radius = 15, Perimeter = 94.24777960769379
Circle: x = 14  y = 8  radius = 15, Perimeter = 94.24777960769379
Circle: x = 15  y = 12  radius = 15, Perimeter = 94.24777960769379
Circle: x = 9  y = 4  radius = 15, Perimeter = 94.24777960769379
Circle: x = 11  y = 14  radius = 15, Perimeter = 94.24777960769379
Circle: x = 1  y = 3  radius = 15, Perimeter = 94.24777960769379
Circle: x = 5  y = 8  radius = 15, Perimeter = 94.24777960769379
Circle: x = 6  y = 2  radius = 15, Perimeter = 94.24777960769379
Circle: x = 4  y = 4  radius = 15, Perimeter = 94.24777960769379
Circle: x = 13  y = 9  radius = 15, Perimeter = 94.24777960769379
Circle: x = 1  y = 15  radius = 15, Perimeter = 94.24777960769379
Circle: x = 15  y = 18  radius = 15, Perimeter = 94.24777960769379
Circle: x = 9  y = 14  radius = 15, Perimeter = 94.24777960769379
Circle: x = 13  y = 10  radius = 15, Perimeter = 94.24777960769379
Circle: x = 12  y = 4  radius = 15, Perimeter = 94.24777960769379
Circle: x = 11  y = 7  radius = 15, Perimeter = 94.24777960769379
Circle: x = 19  y = 12  radius = 15, Perimeter = 94.24777960769379
Circle: x = 17  y = 3  radius = 15, Perimeter = 94.24777960769379
Circle: x = 3  y = 12  radius = 15, Perimeter = 94.24777960769379
Circle: x = 13  y = 6  radius = 15, Perimeter = 94.24777960769379
Circle: x = 15  y = 13  radius = 15, Perimeter = 94.24777960769379
Circle: x = 11  y = 2  radius = 15, Perimeter = 94.24777960769379
Circle: x = 16  y = 9  radius = 15, Perimeter = 94.24777960769379
Circle: x = 15  y = 11  radius = 15, Perimeter = 94.24777960769379
Circle: x = 3  y = 14  radius = 15, Perimeter = 94.24777960769379
Circle: x = 14  y = 9  radius = 15, Perimeter = 94.24777960769379
Circle: x = 19  y = 19  radius = 15, Perimeter = 94.24777960769379
Circle: x = 15  y = 3  radius = 15, Perimeter = 94.24777960769379
Circle: x = 13  y = 7  radius = 15, Perimeter = 94.24777960769379
Circle: x = 1  y = 14  radius = 15, Perimeter = 94.24777960769379
Circle: x = 18  y = 7  radius = 15, Perimeter = 94.24777960769379
Circle: x = 11  y = 1  radius = 15, Perimeter = 94.24777960769379
Circle: x = 17  y = 12  radius = 15, Perimeter = 94.24777960769379
Circle: x = 6  y = 8  radius = 15, Perimeter = 94.24777960769379
Circle: x = 17  y = 19  radius = 15, Perimeter = 94.24777960769379
Circle: x = 15  y = 9  radius = 15, Perimeter = 94.24777960769379
Circle: x = 8  y = 20  radius = 15, Perimeter = 94.24777960769379
Circle: x = 14  y = 2  radius = 15, Perimeter = 94.24777960769379
Circle: x = 6  y = 3  radius = 15, Perimeter = 94.24777960769379
Circle: x = 2  y = 16  radius = 15, Perimeter = 94.24777960769379
Circle: x = 14  y = 12  radius = 15, Perimeter = 94.24777960769379
Circle: x = 9  y = 4  radius = 15, Perimeter = 94.24777960769379
Circle: x = 12  y = 17  radius = 15, Perimeter = 94.24777960769379
Circle: x = 12  y = 11  radius = 15, Perimeter = 94.24777960769379
Circle: x = 20  y = 3  radius = 15, Perimeter = 94.24777960769379
Circle: x = 12  y = 16  radius = 15, Perimeter = 94.24777960769379
Circle: x = 11  y = 4  radius = 15, Perimeter = 94.24777960769379
Circle: x = 12  y = 13  radius = 15, Perimeter = 94.24777960769379
Circle: x = 5  y = 15  radius = 15, Perimeter = 94.24777960769379
Circle: x = 12  y = 5  radius = 15, Perimeter = 94.24777960769379
Circle: x = 7  y = 2  radius = 15, Perimeter = 94.24777960769379
Circle: x = 13  y = 17  radius = 15, Perimeter = 94.24777960769379
Circle: x = 6  y = 9  radius = 15, Perimeter = 94.24777960769379
Circle: x = 9  y = 9  radius = 15, Perimeter = 94.24777960769379
Circle: x = 13  y = 4  radius = 15, Perimeter = 94.24777960769379
Circle: x = 11  y = 6  radius = 15, Perimeter = 94.24777960769379
Circle: x = 10  y = 9  radius = 15, Perimeter = 94.24777960769379
Circle: x = 10  y = 1  radius = 15, Perimeter = 94.24777960769379
Circle: x = 8  y = 7  radius = 15, Perimeter = 94.24777960769379
Circle: x = 10  y = 4  radius = 15, Perimeter = 94.24777960769379
Circle: x = 12  y = 19  radius = 15, Perimeter = 94.24777960769379
Circle: x = 14  y = 16  radius = 15, Perimeter = 94.24777960769379
Circle: x = 8  y = 13  radius = 15, Perimeter = 94.24777960769379
Circle: x = 15  y = 5  radius = 15, Perimeter = 94.24777960769379
Circle: x = 20  y = 6  radius = 15, Perimeter = 94.24777960769379
Circle: x = 14  y = 4  radius = 15, Perimeter = 94.24777960769379
Circle: x = 16  y = 16  radius = 15, Perimeter = 94.24777960769379
Circle: x = 1  y = 2  radius = 15, Perimeter = 94.24777960769379
Circle: x = 18  y = 6  radius = 15, Perimeter = 94.24777960769379
Circle: x = 1  y = 6  radius = 15, Perimeter = 94.24777960769379
Circle: x = 12  y = 17  radius = 15, Perimeter = 94.24777960769379
Circle: x = 11  y = 10  radius = 15, Perimeter = 94.24777960769379
Circle: x = 15  y = 20  radius = 15, Perimeter = 94.24777960769379
Circle: x = 10  y = 12  radius = 15, Perimeter = 94.24777960769379
Circle: x = 18  y = 6  radius = 15, Perimeter = 94.24777960769379
Circle: x = 14  y = 19  radius = 15, Perimeter = 94.24777960769379
Circle: x = 1  y = 12  radius = 15, Perimeter = 94.24777960769379
Circle: x = 3  y = 5  radius = 15, Perimeter = 94.24777960769379
Circle: x = 3  y = 18  radius = 15, Perimeter = 94.24777960769379
Circle: x = 15  y = 16  radius = 15, Perimeter = 94.24777960769379
Circle: x = 4  y = 12  radius = 15, Perimeter = 94.24777960769379
Circle: x = 9  y = 5  radius = 15, Perimeter = 94.24777960769379
Circle: x = 13  y = 2  radius = 15, Perimeter = 94.24777960769379
Circle: x = 16  y = 3  radius = 15, Perimeter = 94.24777960769379
Circle: x = 16  y = 8  radius = 16, Perimeter = 100.53096491487338
Circle: x = 17  y = 17  radius = 16, Perimeter = 100.53096491487338
Circle: x = 14  y = 2  radius = 16, Perimeter = 100.53096491487338
Circle: x = 18  y = 9  radius = 16, Perimeter = 100.53096491487338
Circle: x = 16  y = 9  radius = 16, Perimeter = 100.53096491487338
Circle: x = 7  y = 16  radius = 16, Perimeter = 100.53096491487338
Circle: x = 8  y = 7  radius = 16, Perimeter = 100.53096491487338
Circle: x = 1  y = 8  radius = 16, Perimeter = 100.53096491487338
Circle: x = 4  y = 7  radius = 16, Perimeter = 100.53096491487338
Circle: x = 1  y = 8  radius = 16, Perimeter = 100.53096491487338
Circle: x = 3  y = 10  radius = 16, Perimeter = 100.53096491487338
Circle: x = 16  y = 19  radius = 16, Perimeter = 100.53096491487338
Circle: x = 18  y = 14  radius = 16, Perimeter = 100.53096491487338
Circle: x = 4  y = 12  radius = 16, Perimeter = 100.53096491487338
Circle: x = 17  y = 5  radius = 16, Perimeter = 100.53096491487338
Circle: x = 15  y = 6  radius = 16, Perimeter = 100.53096491487338
Circle: x = 13  y = 20  radius = 16, Perimeter = 100.53096491487338
Circle: x = 17  y = 6  radius = 16, Perimeter = 100.53096491487338
Circle: x = 15  y = 18  radius = 16, Perimeter = 100.53096491487338
Circle: x = 4  y = 1  radius = 16, Perimeter = 100.53096491487338
Circle: x = 2  y = 18  radius = 16, Perimeter = 100.53096491487338
Circle: x = 9  y = 2  radius = 16, Perimeter = 100.53096491487338
Circle: x = 18  y = 16  radius = 16, Perimeter = 100.53096491487338
Circle: x = 19  y = 7  radius = 16, Perimeter = 100.53096491487338
Circle: x = 16  y = 6  radius = 16, Perimeter = 100.53096491487338
Circle: x = 15  y = 15  radius = 16, Perimeter = 100.53096491487338
Circle: x = 16  y = 6  radius = 16, Perimeter = 100.53096491487338
Circle: x = 8  y = 4  radius = 16, Perimeter = 100.53096491487338
Circle: x = 17  y = 16  radius = 16, Perimeter = 100.53096491487338
Circle: x = 5  y = 1  radius = 16, Perimeter = 100.53096491487338
Circle: x = 20  y = 18  radius = 16, Perimeter = 100.53096491487338
Circle: x = 9  y = 11  radius = 16, Perimeter = 100.53096491487338
Circle: x = 15  y = 15  radius = 16, Perimeter = 100.53096491487338
Circle: x = 17  y = 4  radius = 16, Perimeter = 100.53096491487338
Circle: x = 3  y = 10  radius = 16, Perimeter = 100.53096491487338
Circle: x = 1  y = 14  radius = 16, Perimeter = 100.53096491487338
Circle: x = 16  y = 3  radius = 16, Perimeter = 100.53096491487338
Circle: x = 14  y = 2  radius = 16, Perimeter = 100.53096491487338
Circle: x = 16  y = 5  radius = 16, Perimeter = 100.53096491487338
Circle: x = 15  y = 20  radius = 16, Perimeter = 100.53096491487338
Circle: x = 17  y = 12  radius = 16, Perimeter = 100.53096491487338
Circle: x = 13  y = 14  radius = 16, Perimeter = 100.53096491487338
Circle: x = 18  y = 18  radius = 16, Perimeter = 100.53096491487338
Circle: x = 4  y = 20  radius = 16, Perimeter = 100.53096491487338
Circle: x = 4  y = 5  radius = 16, Perimeter = 100.53096491487338
Circle: x = 3  y = 16  radius = 16, Perimeter = 100.53096491487338
Circle: x = 12  y = 15  radius = 16, Perimeter = 100.53096491487338
Circle: x = 16  y = 5  radius = 16, Perimeter = 100.53096491487338
Circle: x = 12  y = 5  radius = 16, Perimeter = 100.53096491487338
Circle: x = 2  y = 11  radius = 16, Perimeter = 100.53096491487338
Circle: x = 17  y = 8  radius = 16, Perimeter = 100.53096491487338
Circle: x = 7  y = 3  radius = 16, Perimeter = 100.53096491487338
Circle: x = 20  y = 13  radius = 16, Perimeter = 100.53096491487338
Circle: x = 13  y = 10  radius = 16, Perimeter = 100.53096491487338
Circle: x = 3  y = 6  radius = 16, Perimeter = 100.53096491487338
Circle: x = 20  y = 6  radius = 16, Perimeter = 100.53096491487338
Circle: x = 12  y = 9  radius = 16, Perimeter = 100.53096491487338
Circle: x = 2  y = 1  radius = 16, Perimeter = 100.53096491487338
Circle: x = 12  y = 13  radius = 16, Perimeter = 100.53096491487338
Circle: x = 13  y = 3  radius = 16, Perimeter = 100.53096491487338
Circle: x = 9  y = 20  radius = 16, Perimeter = 100.53096491487338
Circle: x = 18  y = 8  radius = 16, Perimeter = 100.53096491487338
Circle: x = 9  y = 14  radius = 16, Perimeter = 100.53096491487338
Circle: x = 18  y = 20  radius = 16, Perimeter = 100.53096491487338
Circle: x = 17  y = 13  radius = 16, Perimeter = 100.53096491487338
Circle: x = 10  y = 19  radius = 16, Perimeter = 100.53096491487338
Circle: x = 20  y = 18  radius = 16, Perimeter = 100.53096491487338
Circle: x = 1  y = 10  radius = 16, Perimeter = 100.53096491487338
Circle: x = 1  y = 5  radius = 16, Perimeter = 100.53096491487338
Circle: x = 11  y = 6  radius = 16, Perimeter = 100.53096491487338
Circle: x = 10  y = 8  radius = 16, Perimeter = 100.53096491487338
Circle: x = 15  y = 6  radius = 16, Perimeter = 100.53096491487338
Circle: x = 5  y = 9  radius = 16, Perimeter = 100.53096491487338
Circle: x = 17  y = 11  radius = 16, Perimeter = 100.53096491487338
Circle: x = 13  y = 7  radius = 16, Perimeter = 100.53096491487338
Circle: x = 1  y = 4  radius = 16, Perimeter = 100.53096491487338
Circle: x = 20  y = 12  radius = 16, Perimeter = 100.53096491487338
Circle: x = 20  y = 16  radius = 16, Perimeter = 100.53096491487338
Circle: x = 17  y = 4  radius = 16, Perimeter = 100.53096491487338
